ID,Ազգանուն Անուն Հայրանուն,Սեռ,Մարզ,Մարզադպրոցի անվանում,Մարզիչ,,rating_standard_2017,rating_standard_2018,rating_standard_2019,rating_standard_2020,rating_standard_2021,rating_standard_2022
1006913,Բաղդասարյան Ռադիկ Վարդանի,ար,Երևան,Ռ. Վահանյան,Վահրամ Մ.,1747,1763,2351,1738,1781,1534,1804
1006914,Բաղդասարյան Ռոբերտ Դավիթի,ար,Երևան,Աջափնյակ,Բագրատ Գ.,1732,1924,1769,2059,1726,1679,1763
1006915,Բաղդասարյան Ռուբեն Արտակի,ար,Երևան,Անհատական,Անհատական,2042,2048,1939,2154,1763,1427,1751
1006916,Բաղդասարյան Սամվել Արտակի,ար,Երևան,Անհատական,Անհատական,2068,2057,1782,1951,1807,1780,1539
1006917,Բաղդասարյան Սամվել Մուշեղի,ար,Երևան,Անհատական,Անհատական,2125,1879,1924,1971,1801,1883,1683
1006918,Բաղդասարյան Սոֆի Ալբերտի,իգ,Կոտայք,Եղվարդի ՄՊՄԴ,Տիգրանյան Տ.,2045,2021,1646,2029,1498,1501,1924
1006919,Բաղդասարյան Սվետլանա Էդգարի,իգ,Շիրակ,Գյումրի - «Տ. Պետրոսյան»,Օհանյան Է. ,1878,2084,2018,1719,1713,1927,2057
1006920,Բաղդասարյան Ստյոպա Անդրանիկի,իգ,Արարատ,Վեդիի շ/դ - ՀՇԱ,Գաբրիելյան Ե.,2019,1270,1845,1652,1410,1987,1784
1006921,Բաղդասարյան Վալերի Սարգիսի,ար,Կոտայք,Աբովյանի շ/դ,Պետրոսյան Ա.,1922,1885,1905,1803,1804,1518,1738
1006922,Բաղդասարյան Վահագն Արտակի,ար,Երևան,Անհատական,Անհատական,2019,2051,1839,1943,1767,1537,2059
1006923,Բաղդասարյան Վահան Արսենի,ար,Երևան,Անհատական,Անհատական,1741,1588,1705,1898,1762,1751,2144
1006924,Բաղդասարյան Վահե Արմենի,ար,Երևան,Արաբկիր,Արմինե Ա.,2003,1717,1573,1973,1539,1615,1826
1006925,Բաղդասարյան Վան Կարենի,ար,Երևան,Աջափնյակ,Սամվել Մ.,1861,1389,1441,1618,1683,1853,1894
1006926,Բաղդասարյան Վարդան Ատոմի,ար,Երևան,Դավթաշեն,Բաբումյան Տ.,1387,1853,1958,1569,1815,1801,1735
1006927,Բաղդասարյան Վիվիեն Սաշիկի,իգ,Երևան,Ռ. Վահանյան,Նավոյան Ա.,1923,1861,1773,2451,2057,1726,2029
1006928,Բաղդասարյան Տիգրան Սարգիսի,ար,Կոտայք,Աբովյանի շ/դ,Պետրոսյան Ա.,1930,2033,1797,1725,1784,1764,1702
1006929,Բաղդասարյան Տիգրան Աշոտի,ար,Երևան,Մալաթիա,Սարգիս Մ.,1739,2019,1738,1667,1738,1807,1660
1006930,Բաղդասարյան Տիգրան Դավիթի,ար,Երևան,Տ. Պետրոսյան,Արման Հ.,1560,1898,1951,2335,2059,1835,1819
1006931,Բաղդասարյան Տիգրան Կարապետի,ար,Երևան,Անհատական,Անհատական,1970,1566,1600,1769,2163,1519,1915
1004944,Բաղդասարյան Տիգրան Հակոբի,ար,Երևան,Անհատական,Օրդյան Վ.,1790,1726,1763,1998,1951,1709,1898
1006932,Բաղդասարյան Քնարիկ Նշանի,իգ,Կոտայք,«Անհատական»,«Անհատական»,1975,1807,1924,1782,1971,1410,1943
1006933,Բաղդասարյան Ֆելիքս Գեղամի,ար,Շիրակ,Գյումրիի ՇՄՊՄԴ,Պեպելյան Գ.,2080,1961,2048,1924,2029,1804,1618
1006934,Բաղդիյան Սարգիս Արմենի,ար,Երևան,Անհատական,Անհատական,1910,1685,2057,1594,1702,1763,1569
1006935,Բաղդիյան Սերգեյ Հովհաննեսի,ար,Երևան,Կենտրոն,Սիմոն Մ.,1831,1867,1886,2018,1660,1751,2535
1006936,Բաղդոյան Աշոտ Սիմոնի,ար,Երևան,Անհատական,Անհատական,1623,1586,1879,1826,1789,1539,1725
1006937,Բաղդոյան Դավիթ Սիմոնի,ար,Երևան,Անհատական,Անհատական,1928,1714,1956,1871,1930,1683,1667
1005196,Բաղիկյան Դավիթ ***,ար,Երևան,Անհատական,Անհատական,1679,1957,2079,1839,1898,1924,2362
1005197,Բաղիկյան Մարինա ***,իգ,Երևան,Անհատական,Անհատական,1827,1902,1279,1646,1958,2057,1769
1006938,Բաղիյան Էդմոնդ Կոլյայի,ար,Կոտայք,Հրազդանի ՄՇՕՄՊՄԴ,Ալավերդյան Գ.,1604,1727,1865,1573,1618,1784,1971
1006939,Բաղիյան Նիկոլայ Կարենի,ար,Կոտայք,Բյուրեղավանի շ/դ - ՀՇԱ,Խաչատրյան Անդ.,1669,1961,2038,1441,1569,1738,1782
1006940,Բաղինյան Գոռ Նարեկի,ար,Երևան,Ռ. Վահանյան,Գագիկ Ս.,2009,2013,1517,1958,2499,2059,1924
1014130,Բաղմանյան Գայանե Արթուրի,իգ,Արարատ,Մասիսի շ/դ - ՀՇԱ,Բարսեղյան Ն.,2046,1626,1711,1773,1725,2144,1594
1006941,Բաղմանյան Դավիթ Արմանի,ար,Երևան,Աջափնյակ,Բագրատ Գ.,1603,1989,1389,1797,1667,1826,2025
1014131,Բաղմանյան Դավիթ Իվանի,ար,Երևան,Տ. Պետրոսյան,Նորայր Մ.,1874,1812,1829,1738,2339,1894,1840
1005049,Բաղմանյան Էդգար Արտակի,ար,Երևան,Անհատական,Անհատական,1698,1792,1861,1951,1769,1735,1869
1006942,Բաղյան Ալեն Աշոտի,ար,Երևան,Անհատական,Անհատական,1986,1570,2018,2000,1971,2029,1839
1004958,Բաղումյան Արամ Սարգիսի,ար,Երևան,Անհատական,Անհատական,2034,1737,2019,1787,1782,1702,1558
1006943,Բաղումյան Ռուբեն Ռազմիկի,ար,Արմավիր,Էջմիածնի շ/դ - ՀՇԱ,Գ.Ստեփանյան,1701,1758,1898,1924,1924,1660,1622
1006944,Բաղրամյան Անի Արմենի,իգ,Երևան,Դավթաշեն,Բաբումյան Տ.,2164,1370,1902,2046,1594,1819,1602
1006945,Բաղրամյան Դավիթ Հրաչիկի,ար,Կոտայք,Աբովյանի շ/դ,Պետրոսյան Ա.,1824,1853,1726,2057,2018,1930,1648
1006946,Բաղրամյան Դոնարա Մհերի,իգ,Երևան,Անհատական,Մարտիրոսյան Գ.,1842,2063,1836,1886,1826,1898,1912
1006947,Բաղրամյան Իլյա Լյուդվիգի,ար,Արարատ,«Անհատական»,Նվեր Ս.,1881,1570,1939,1879,1878,1945,1773
1006948,Բաղրամյան Շուշան Բագրատի,իգ,Երևան,Նոր Նորք,Ամիրյան Ս.,1688,1725,1678,2012,1839,1618,1797
1006949,Բաղրամյան Սոֆիա Մհերի,իգ,Երևան,Անհատական,Կարեն Գ.,2318,2129,1867,2064,1634,1569,1738
1006950,Բաղրամյան Վահե Հովհաննեսի,ար,Երևան,Անհատական,Անհատական,1871,1652,1589,1279,1602,2508,1947
1006951,Բաղրյան Նարե Վրեժի,իգ,Տավուշ,Իջևանի թիվ. 1 դպ.,Մատինյան Է.,1582,1594,1714,1708,1646,1725,1820
1006952,Բայադյան Մհեր Արմանի,ար,Երևան,Էրեբունի,Նարե Ա.,1994,1430,1935,1833,1958,1667,1785
1014132,Բայադյան Մհեր Արմանի,ար,Երևան,Արաբկիր,Ստեփանյան Գ.,2009,2024,1902,1987,1773,2319,1818
1014133,Բայաթյան Գարեգին Արմանի,ար,Երևան,Արաբկիր,Ստեփանյան Գ.,1949,1605,1727,1537,1797,1769,1924
1006953,Բայաթյան Դավիթ Գևորգի,ար,Երևան,Աջափնյակ,Բագրատ Գ.,2018,2165,1961,1711,1738,1971,2015
1006954,Բայաթյան Հայկ Խորենի,ար,Երևան,Ակադեմիա,Ակոպով Ռ.,2094,1979,1972,1363,1947,1782,2057
1006955,Բայաթյան Ռուբեն Գևորգի,ար,Երևան,Աջափնյակ,Բագրատ Գ.,1833,1591,1595,1816,1890,1924,1918
1006956,Բայբուրդյան Շուշանիկ Վահագնի,ար,Երևան,Անհատական,Անհատական,1911,1928,1994,1861,1785,1594,1879
1006957,Բայբուրցյան Դավիթ Սերգեյի,ար,Երևան,Անհատական,Անհատական,2026,1523,1812,2130,1794,2018,1935
1005157,Բայբուրցյան Նարեկ Սերգեյի,ար,Երևան,Անհատական,Անհատական,2052,1846,1792,2019,1924,1840,2037
1006958,Բայկով Ռուբեն Ալեքսանդրի,ար,Երևան,Անհատական,Անհատական,1570,1486,1552,1874,2037,1869,1278
1006959,Բայունց Գոռ Արթուրի,ար,Երևան,Դավթաշեն,Դանիելյան Տ.,1701,1501,1737,1939,2057,1839,1711
1004770,Բայրամյան Ալեն Արմենի,ար,Երևան,ՆՀՏ,Անահիտ Գ.,1656,1747,1758,1726,1883,1622,1863
1006960,Բայրամյան Ալեքսանդր Արթուրի,ար,Երևան,Ակադեմիա,Գևորգ Մ.,2032,1732,1365,1815,1879,1602,2013
1006961,Բայրամյան Գոռ Արտաշեսի,ար,Տավուշ,Նոյեմբերյանի ավ/դպ,Չիլինգարյան Ա.,1681,2042,1853,1939,1955,1648,1474
1006962,Բանգոյան Պանդուխտ Սիրականի,ար,Երևան,Անհատական,Անհատական,2039,2028,2063,1683,2064,1958,1718
1006963,Բանգոյան Ռոման Ռոբերտի,ար,Երևան,Անհատական,Անհատական,1539,2128,1570,1880,1262,1773,1363
1006964,Բանդարի Ալեն Քրիստի,ար,Երևան,Անհատական,Անհատական,1667,2045,1774,1635,1711,1797,1763
1006965,Բաննահյան Կարեն Գրիգորի,ար,Երևան,Տ. Պետրոսյան,Պողոսյան Տ.,1740,1803,2162,1714,1820,1738,1861
1006966,Բաչաչյան Սպարտակ Լևոնի,ար,Երևան,Անհատական,Անհատական,1972,2019,1652,1970,1988,1947,2071
1006967,Բասենցյան Մարի Արմանի,իգ,Երևան,Դավթաշեն,Բոյաջյան Հ.,1783,1922,1575,1902,1477,1500,1970
1006968,Բասմաջյան Անուշ Տիգրանի,իգ,Երևան,Էրեբունի,Ղարոյան Հ.,1754,2001,1430,1727,1734,1785,1874
1006969,Բասմաջյան Նշան Տիգրանի,ար,Երևան,Անհատական,Անհատական,2102,1741,2006,1961,1363,1812,1974
1006970,Բասոյան Մանվել Սերգեյի,ար,Երևան,Նորք-Մարաշ,Ղազարյան Արմ.,1556,2003,1605,2013,1766,1924,1726
1006971,Բավեյան Հովիկ Հակոբի,ար,Արարատ,Արարատի շ/դ - ՀՇԱ,Հարությունյան Իս.,1761,1861,2340,1560,1861,2015,1782
1006972,Բավեյան Մարիա Լեռնիկի,իգ,Արմավիր,Էջմիածնի շ/դ - ՀՇԱ,Անդրեասյան Հ.,1790,1354,1915,1994,2127,2057,1939
1006973,Բավեյան Ռազմիկ Արթուրի,ար,Երևան,Զեյթուն,Պլուզյան Ա.,1650,1923,1591,1836,2019,1918,1732
1006974,Բավեյան Վաչե Լեռնիկի,ար,Արմավիր,Էջմիածնի շ/դ - ՀՇԱ,Անդրեասյան Հ.,1942,1930,1928,1792,1874,1879,1866
1006975,Բավեյան Վարդգես Տիգրանի,ար,Երևան,Անհատական,Անհատական,1766,1739,1523,1552,2008,1935,1511
1006976,Բավուկյան Անի Հակոբի,իգ,Երևան,Նոր Նորք,Օհանյան Ա.,1952,1558,1846,1737,1726,2037,1714
1014134,Բատիկյան Ավետիք Դավիթի,ար,Երևան,Էրեբունի,Նազարյան Ա.,1890,1970,1486,1771,1815,1278,1930
1014135,Բարայան Նարեկ Արայի,ար,Երևան,Մալաթիա,Արթուր Ա.,1982,1790,1501,1365,1939,1711,1822
1006977,Բարբարյան Հռիփսիմե Արմենի,իգ,Երևան,Անհատական,Անհատական,2056,2003,1747,1853,1745,1863,1727
1006978,Բարեկյան Տիգրան Հովհաննեսի,ար,Երևան,Ռ. Վահանյան,Ավետիսյան Ա.,1692,2080,1732,2063,1866,2013,1961
1006979,Բարեղամյան Լիլիյա Սամվելի,իգ,Կոտայք,Աբովյանի շ/դ,Սիմոնյան Ար.,1650,1911,2042,1570,1535,1474,2015
1006980,Բարխուդարյան Դավիթ Սամվելի,ար,Երևան,Աջափնյակ,Ղազարյան Ա.,1487,1831,2028,1915,1714,1718,2011
1006981,Բարխուդարյան Էրիկ Հարությունի,ար,Սյունիք,Ագարակի շ/դ - ՀՇԱ,Մանուկյան Պետ.,1701,1623,2128,2133,1912,1363,1827
1006982,Բարխուդարյան Սերգեյ Համայակի,ար,Սյունիք,Ագարակի շ/դ - ՀՇԱ,Մանուկյան Պետ.,1899,1925,2045,1652,1822,1763,1792
1006983,Բարխուդարյան Տիգրան Արմենի,ար,Լոռի,Վանաձորի շ/դ,Բաբայան Է.,1919,1671,1803,1558,1727,1861,1552
1006984,Բարոյան Մարտին Գրիգորի,ար,Երևան,Ռ. Վահանյան,Ավետիսյան Ա.,1629,1827,2019,1430,1961,2071,1737
1006985,Բարոյան Վահագն Դավիթի,ար,Երևան,Անհատական,Անհատական,2022,1750,1922,2068,2013,1970,1709
1006986,Բարսամյան Ալեն Արմենի,ար,Երևան,Անհատական,Անհատական,1704,1667,1998,1605,1560,1874,1365
1006987,Բարսամյան Արմեն Գևորգի,ար,Երևան,Անհատական,Անհատական,2068,2009,1741,2288,1994,2029,1730
1006988,Բարսամյան Էրիկ Արմանի,ար,Երևան,Անհատական,Անհատական,1862,2046,2003,2011,1820,1726,2063
1006989,Բարսամյան Հակոբ Գևորգի,ար,Երևան,Անհատական,Անհատական,1653,1650,1861,1591,1792,1782,1570
1006990,Բարսեղյան Ալբերտ Նարեկի,ար,Երևան,Զեյթուն,Նիազյան Ս.,1665,1874,1354,1928,1552,1939,1808
1006991,Բարսեղյան Ալեն Դավիթի,ար,Երևան,Ռ. Վահանյան,Մանգրյան Մ.,1800,1682,1923,1523,1737,1732,2133
1006992,Բարսեղյան Անգել Վարդանի,ար,Երևան,Անհատական,Անհատական,2227,1971,1930,1868,1717,1866,1597
1006993,Բարսեղյան Աննա Արտաշեսի,իգ,Երևան,Տ. Պետրոսյան,Սանթրյան Ա.,1811,2025,1757,1486,1365,1511,1652
1006994,Բարսեղյան Աշոտ Համլետի,ար,Երևան,Էրեբունի,Քարհանյան Ա.,1871,1789,1558,1501,1736,1714,1558
1006995,Բարսեղյան Արաքսյա Մանուկի,իգ,Երևան,Անհատական,Անհատական,1760,1711,1970,1747,2063,1932,1430
1006996,Բարսեղյան Արգիշտի Գեորգիի,ար,Կոտայք,Նոր Հաճնի շ/դ - ՀՇԱ,Վիրաբյան Գ.,1753,2115,1825,1732,1570,1822,1402
1006997,Բարսեղյան Արիկ Ալեքսանդրի,ար,Երևան,Անհատական,Անհատական,1661,1824,1927,2042,1872,1727,2100
1006998,Բարսեղյան Արմենուհի Արթուրի,իգ,Կոտայք,Հրազդանի ՄՇՕՄՊՄԴ,Պետրոսյան Արմ.,1815,1842,2080,2028,2133,1961,1605
1006999,Բարսեղյան Արտյոմ Արթուրի,ար,Արարատ,Արարատի շ/դ - ՀՇԱ,Հարությունյան Իս.,1690,1881,1891,2126,1597,2013,2210
1007000,Բարսեղյան Արփի Արմենի,իգ,Երևան,Դավթաշեն,Բոյաջյան Հ.,1584,1699,1817,2045,1652,1560,2111
1007001,Բարսեղյան Գագիկ Հարությունի,ար,Երևան,Ռ. Վահանյան,Գագիկ Ս.,1931,2345,1623,1803,1558,2011,1591
1007002,Բարսեղյան Գարիկ Գառնիկի,ար,Տավուշ,Նոյեմբերյանի ավ/դպ,Չիլինգարյան Ա.,1627,1871,1925,2019,1430,1827,1928
1005051,Բարսեղյան Գեորգի Գևորգի,ար,Երևան,Դավթաշեն,Խաչիկյան Հ.,1860,1582,1707,1922,1402,1792,1523
1007003,Բարսեղյան Գուժ Գոռի,ար,Երևան,Անհատական,Անհատական,1693,1994,1827,1998,2049,1552,1857
1007004,Բարսեղյան Գրիգոր Ռաֆիկի,ար,Արմավիր,Արմավիրի շ/դ,Սասունյան Կ.,1520,2009,1734,1741,1605,1737,1486
1007005,Բարսեղյան Դավիթ Գագիկի,ար,Երևան,Անհատական,Անհատական,1674,1900,1640,2003,2231,1709,1501
1007006,Բարսեղյան Դավիթ Վահեի,ար,Արմավիր,Անհատական,Անհատական,1686,1949,2009,1861,2105,1365,1747
1007007,Բարսեղյան Դավիթ Վահեի,ար,Երևան,Անհատական,Անհատական,1830,2018,2046,1354,1591,1730,1732
1007008,Բարսեղյան Էդուարդ Գագիկի,ար,Երևան,Աջափնյակ,Պողոսյան Կ.,1518,2085,1650,1923,1928,2063,2042
1007009,Բարսեղյան Էլինա Կարապետի,իգ,Երևան,Նուբարաշեն,Գևորգյան Վ.,1688,1846,1874,1930,1523,1570,2012
1007010,Բարսեղյան Էմիլյա Մարատի,իգ,Երևան,Տ. Պետրոսյան,Սանթրյան Ա.,1620,1911,1682,1859,1857,1872,2126
1007011,Բարսեղյան Էրիկ Վահանի,ար,Գեղարքունիք,Վարդենիկի N1 դպրոց,Աբրոյան Գ.,1718,2026,1999,1558,1486,2133,2045
1007012,Բարսեղյան Էրիկ Վարդանի,ար,Կոտայք,Եղվարդի ՄՊՄԴ,Տիգրանյան Տ.,2026,2052,2025,1970,1501,1597,2019
1007013,Բարսեղյան Թիմոթի Ռայմոնդի,ար,Երևան,Արաբկիր,Աստղիկ Հ.,1927,1570,1796,1853,1747,1652,1918
1007014,Բարսեղյան Լևոն Ռաֆայելի,ար,Երևան,Դավթաշեն,Բաբումյան Տ.,1780,1701,1711,1927,1732,1558,1995
1007015,Բարսեղյան Լևոն Վահագնի,ար,Երևան,Անհատական,Անհատական,1682,1656,2097,2080,2042,1430,1741
1007016,Բարսեղյան Լյովա Արթուրի,ար,Երևան,Անհատական,Անհատական,1944,1915,1817,1862,2028,1402,2003
1007017,Բարսեղյան Խաչատուր Սեյրանի,ար,Երևան,Անհատական,Անհատական,1721,1681,1825,1817,2126,2111,1861
1007018,Բարսեղյան Խաչիկ Արթուրի,ար,Արարատ,Արարատի շ/դ - ՀՇԱ,Հարությունյան Իս.,1937,2039,1881,1623,2045,1605,1359
1007019,Բարսեղյան Հայկ Գարեգինի,ար,Երևան,Անհատական,Անհատական,1828,1539,1702,1925,1803,2243,1761
1007020,Բարսեղյան Հովհաննես Մացակի,ար,Երևան,Անհատական,Անհատական,1890,1667,2428,1703,2019,2092,1930
1007021,Բարսեղյան Մանուել Դավիթի,ար,Երևան,Ռ. Վահանյան,Մանգրյան Մ.,1780,1735,1871,1827,1892,1591,1880
1007022,Բարսեղյան Մարի Գևորգի,իգ,Վայոց ձոր,Եղեգնաձորի շ/դ - ՀՇԱ,Խուդավերդյան Ա.,1777,1980,1582,1734,1964,1928,1554
1007023,Բարսեղյան Մարիամ Արմենի,իգ,Երևան,Աջափնյակ,Պողոսյան Կ.,1521,1778,1994,1639,1741,1523,1970
1007024,Բարսեղյան Մոնիկա Վահագնի,իգ,Երևան,Անհատական,Անհատական,1855,1754,2009,2009,2003,1857,1853
1007025,Բարսեղյան Մոնիկա Վաչագան,իգ,Կոտայք,Եղվարդի ՄՊՄԴ,Տիգրանյան Տ.,1836,2082,1873,2046,1861,1486,1966
1007026,Բարսեղյան Նարե Վաղարշակի,իգ,Երևան,Անհատական,Անհատական,1932,1556,1949,1922,1359,1501,2080
1007027,Բարսեղյան Նարեկ Հովհաննեսի,ար,Երևան,Էրեբունի,Քարհանյան Ա.,2219,1781,2002,1655,1923,1747,1564
1007028,Բարսեղյան Նվարդ Արթուրի,իգ,Երևան,Անհատական,Անուշ Հ.,1912,1751,2085,1874,1930,1732,1813
1007029,Բարսեղյան Ռաֆաել Վարդանի,ար,Գեղարքունիք,Վարդենիսի շ/դ - ՀՇԱ,Պետրոսյան Մար.,1814,1727,1902,1682,1863,2042,1789
1007030,Բարսեղյան Ռոման Վահանի,ար,Գեղարքունիք,Վարդենիկի N1 դպրոց,Աբրոյան Գ.,1999,1923,1911,2014,1549,2012,1623
1007031,Բարսեղյան Սամուիլ Գրիգորի,ար,Արագածոտն,Աշտարակի շ/դ - ՀՇԱ,Մարկարյան Է.,1963,1582,2026,1993,1970,2126,1925
1014136,Բարսեղյան Սամվել Հովհաննեսի,ար,Երևան,Նորք-Մարաշ,Ղազարյան Արմ.,2040,1806,2052,1796,1853,2045,1717
1007032,Բարսեղյան Սարգիս Հովիկի,ար,Երևան,Նորք-Մարաշ,Ղազարյան Արմ.,1855,1916,1570,1755,1966,1803,1827
1007033,Բարսեղյան Սոնա Հովհաննեսի,իգ,Լոռի,Վանաձորի շ/դ,Խառատյան Ռ.,1826,1834,1701,2119,2080,2019,1763
1007034,Բարսեղյան Սոֆիա Արտակի,իգ,Լոռի,Վանաձորի շ/դ,Գասպարյան Ն.,1738,1982,1646,1817,1835,1918,1562
1007035,Բարսեղյան Վահե Գրիգորի,ար,Երևան,Մխ.-Սեբաստացի,Միքայելյան Առ.,1748,2056,1915,1825,1817,1995,2009
1007036,Բարսեղյան Վանիկ Գևորգի,ար,Արագածոտն,Թալինի շ/դ,Հովհաննիսյան Վր.,1806,1692,1681,1881,1623,1741,2046
1005384,Բարսեղյան Վարդան Արթուրի,ար,Երևան,Ռ. Վահանյան,Պողոսյան Վ.,1738,1650,2039,1702,1925,2003,1922
1007037,Բարսեղյան Վարդուհի Արմենի,իգ,Կոտայք,Բյուրեղավանի շ/դ - ՀՇԱ,Մարգարյան Լ.,2064,1487,1551,2395,1717,1861,1623
1007038,Բարսեղյան Վարուժ Հակոբի,ար,Արարատ,Վեդիի շ/դ - ՀՇԱ,Գաբրիելյան Ե.,1976,1701,1667,1871,1827,1359,1874
1007039,Բարսեղյան Տիգրան Դավիթի,ար,Երևան,Անհատական,Անհատական,2040,1899,1746,1582,1763,1761,1682
1007040,Բարսեղյան Տիգրան Էդգարի,ար,Երևան,Անհատական,Եգանյան Պ.,2005,1919,1972,1994,1578,1930,2014
1007041,Բարսեղյան Տիրան Պարգևի,ար,Երևան,Ակադեմիա,Գևորգ Մ.,2052,1629,1782,1988,2009,1863,1989
1007042,Բարսեղյան Օֆելյա Անուշավանի,իգ,Երևան,Անհատական,Անհատական,1737,1599,1754,1792,2046,1533,1773
1005158,Բդեյան Վլադիմիր Հակոբի,ար,Երևան,Նուբարաշեն,Բոյաջյան Հ.,1583,1721,2064,1949,1922,1970,1714
1007043,Բդոյան Խաչիկ Հարությունի,ար,Շիրակ,Աշոցքի շ/դ - ՀՇԱ,Մկրտչյան Վլ.,1792,2022,1556,2008,1639,1853,2107
1007044,Բդոյան Շողիկ Հարությունի,իգ,Շիրակ,Աշոցքի շ/դ - ՀՇԱ,Մկրտչյան Վլ.,2042,1704,1782,2095,1874,1966,1817
1007045,Բդոյան Վահագն Արթուրի,ար,Երևան,Անհատական,Անհատական,2319,2068,1741,1915,1682,2080,1780
1007046,Բեգինյան Աշոտ Էդգարի,ար,Երևան,Անհատական,Անհատական,1464,1862,1738,1911,2014,1849,1881
1007047,Բեգինյան Հովիկ Արմենի,ար,Տավուշ,Իջևանի թիվ. 1 դպ.,Մատինյան Է.,1691,1625,1865,1983,1989,1789,1201
1007048,Բեգինյան Վոլոդյա Մարտունի,ար,Տավուշ,Իջևանի շ/դ - ՀՇԱ,Գևորգյան Արթ.,2027,1665,1625,2052,1796,1623,1702
1007049,Բեգլարյան Աբգար Առնակի,ար,Կոտայք,Եղվարդի ՄՊՄԴ,Ավետիսյան Գ.,1739,1849,1806,1570,1792,1925,2465
1007050,Բեգլարյան Ալեն Արմենի,ար,Սյունիք,Կապանի շ/դ - ՀՇԱ,Խաչատրյան Ստ.,1651,2138,1918,1701,2103,1717,1871
1014137,Բեգլարյան Աղվան Աշոտի,ար,Երևան,Նուբարաշեն,Անհատական,1708,1811,1834,1646,1817,1827,1582
1007051,Բեգլարյան Անահիտ Արմենի,իգ,Սյունիք,Ագարակի շ/դ - ՀՇԱ,Մանուկյան Պետ.,1832,1948,1980,1915,1825,1763,1800
1007052,Բեգլարյան Անահիտ Հայկի,իգ,Կոտայք,Եղվարդի ՄՊՄԴ,Ավետիսյան Գ.,1867,1796,2046,1681,1881,1576,1994
1007053,Բեգլարյան Արման Սևակի,ար,Կոտայք,Հրազդանի ՄՇՕՄՊՄԴ,Գալստյան Գ.,1975,1760,1692,2039,1702,2009,1960
1007054,Բեգլարյան Արմեն Տիգրանի,ար,Սյունիք,Գորիսի շ/դ,Զաքարյան Մ.,2059,1753,1650,1551,2463,2046,1724
1007055,Բեգլարյան Արտյոմ Կարենի,ար,Տավուշ,Դիլիջանի կ/դ,Փամբուխչյան Վ.,1791,1661,1487,1667,1871,1922,1949
1007056,Բեգլարյան Գարիկ Աշոտի,ար,Երևան,Անհատական,Մկրտումյան Ա.,1877,1815,1723,1746,1582,1623,2013
1007057,Բեգլարյան Դավիթ Տիգրանի,ար,Երևան,Անհատական,Անհատական,1495,1690,1845,1961,1994,1874,2095
1007058,Բեգլարյան Լևոն Սամվելի,ար,Երևան,Անհատական,Անհատական,2071,1584,1919,1746,1960,1682,1915
1007059,Բեգլարյան Համլետ Անդրանիկի,ար,Երևան,Անհատական,Անհատական,1883,1931,1629,1754,1803,2014,1911
1007060,Բեգլարյան Մարի Տիգրանի,իգ,Վայոց ձոր,Եղեգնաձորի շ/դ - ՀՇԱ,Խուդավերդյան Ա.,1838,1627,1714,2093,1949,1989,1922
1007061,Բեգյան Աննա Անդրանիկի,իգ,Կոտայք,Բյուրեղավանի շ/դ - ՀՇԱ,Մարգարյան Լ.,1953,2068,1582,1556,2005,1773,2052
1007062,Բեգոյան Մանվել Սամվելի,ար,Երևան,Անհատական,Եգանյան Պ.,1913,1693,1808,1438,2095,1714,1553
1007063,Բեզիրգանյան Նարեկ Հայկի,ար,Երևան,Անհատական,Անհատական,2025,1520,2022,1782,1915,2109,1701
1007064,Բեժանյան Ռոբերտ Գարեգինի,ար,Երևան,Աջափնյակ,Սամվել Մ.,1382,1674,1704,1711,1911,1817,1691
1014138,Բեկլարյան Արտուր Ռաֆիկի,ար,Սյունիք,«Դ. Համբարձումյան»,Ադիբեկյան Ա.,2026,1806,2068,1770,1922,1806,1941
1007065,Բեկլարյան Դավիդ Արմենի,ար,Երևան,Տ. Պետրոսյան,Պողոսյան Տ.,1976,1830,1855,1871,2052,1881,1681
1007066,Բեկլարյան Սերլի Լևոնի,ար,Սյունիք,Ագարակի շ/դ - ՀՇԱ,Մանուկյան Պետ.,1683,1518,1634,1856,1553,1702,2039
1007067,Բեկմեզյան Նորայր Մարատի,ար,Երևան,Անհատական,Անհատական,1930,1688,1491,1607,1701,2416,1551
1007068,Բեկնազարյան Էլեն Արթուրի,իգ,Կոտայք,Աբովյանի շ/դ,Ամբարջյան Թ.,1879,1620,1554,1806,1691,1871,1667
1004917,Բեկվերդյան Ռաֆայել Հրաչյայի,ար,Երևան,Անհատական,Անհատական,1418,1718,1665,1929,1941,1582,1708
1007069,Բեյբության Աշոտ Արամի,ար,Երևան,Ավան,Լուսինե Կ.,2094,1993,1884,1790,1681,1807,1961
1007070,Բենյամինյան Բենիկ Հրաչի,ար,Կոտայք,Աբովյանի շ/դ,Քալաշյան Վ.,1914,1927,2136,1992,2039,1994,1677
1007071,Բեջանյան Յուրիկ Էրիկի,ար,Սյունիք,Քաջարանի շ/դ - ՀՇԱ,Գրիգորյան Արտ.,2020,1780,1811,2046,1551,1960,1754
1007072,Բեջանյան Վահան Կարենի,ար,Կոտայք,Չարենցավանի շ/դ - ՀՇԱ,Թավաքալյան Ազ.,2185,1669,1985,1692,1667,1730,2125
1007073,Բեռնեցյան Նարեկ Գևորգի,ար,Շիրակ,Ագարակի շ/դ - ՀՇԱ,Քոչարյան Արտ.,2017,1944,1796,1650,1746,1949,1556
